geneId	geneSymbol	DSI	DPI	diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	score	EI	YearInitial	YearFinal	NofPmids	NofSnps	source
      127	ADH4	0.641	0.462	C0085762	Alcohol abuse	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	1	2012	2012	   1	   0	PSYGENET
      127	ADH4	0.641	0.462	C0400966	Non-alcoholic Fatty Liver Disease	disease	C06	Disease or Syndrome	0.30	1	2018	2018	   1	   0	CTD_human
      127	ADH4	0.641	0.462	C2239176	Liver carcinoma	disease	C06;C04	Neoplastic Process	0.32	1	2012	2019	   1	   0	CTD_human
      127	ADH4	0.641	0.462	C3241937	Nonalcoholic Steatohepatitis	disease	C06	Disease or Syndrome	0.30	1	2018	2018	   1	   0	CTD_human
      128	ADH5	0.604	0.731	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.33	1	1994	2006	   1	   0	PSYGENET
      130	ADH6	0.78	0.231	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.31	1	2013	2013	   1	   0	PSYGENET
      131	ADH7	0.656	0.462	C0001973	Alcoholic Intoxication, Chronic	disease	C25;F03	Mental or Behavioral Dysfunction	0.36	1	2004	2014	   5	   0	PSYGENET
      131	ADH7	0.656	0.462	C0007107	Malignant neoplasm of larynx	disease	C04;C08;C09	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
      131	ADH7	0.656	0.462	C0014859	Esophageal Neoplasms	group	C06;C04	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
      131	ADH7	0.656	0.462	C0023055	Laryngeal neoplasm	disease	C04;C08;C09	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
      131	ADH7	0.656	0.462	C0026640	Mouth Neoplasms	group	C04;C07	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
      131	ADH7	0.656	0.462	C0031347	Pharyngeal Neoplasms	group	C04;C07;C09	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
      131	ADH7	0.656	0.462	C0153381	Malignant neoplasm of mouth	group	C04;C07	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
      131	ADH7	0.656	0.462	C0153405	Malignant neoplasm of pharynx	disease	C04;C07;C09	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
      131	ADH7	0.656	0.462	C0546837	Malignant neoplasm of esophagus	disease	C06;C04	Neoplastic Process	0.30	1	2008	2008	   1	   0	CTD_human
      132	ADK	0.584	0.769	C0003129	Anoxemia	phenotype	C23	Sign or Symptom	0.30	1	2009	2009	   1	   0	CTD_human
      132	ADK	0.584	0.769	C0003130	Anoxia	phenotype	C23	Pathologic Function	0.31	1	2008	2009	   1	   0	CTD_human
      132	ADK	0.584	0.769	C0020796	Profound Mental Retardation	disease	C23;C10;F03;F01	Mental or Behavioral Dysfunction	0.30	1	2011	2011	   1	   0	CTD_human
      132	ADK	0.584	0.769	C0025363	Mental Retardation, Psychosocial	phenotype	C23;C10;F03;F01	Mental or Behavioral Dysfunction	0.30	1	2011	2011	   1	   0	CTD_human
      132	ADK	0.584	0.769	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2012	2018	   1	   0	PSYGENET
      132	ADK	0.584	0.769	C0242184	Hypoxia	phenotype	C23	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      132	ADK	0.584	0.769	C0700292	Hypoxemia	phenotype	C23	Finding	0.30	1	2009	2009	   1	   0	CTD_human
      132	ADK	0.584	0.769	C0917816	Mental deficiency	disease	C23;C10;F03;F01	Mental or Behavioral Dysfunction	0.30	1	2011	2011	   1	   0	CTD_human
      132	ADK	0.584	0.769	C3280381	HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY	disease		Disease or Syndrome	0.70	1	2011	2016	   2	   3	CTD_human;GENOMICS_ENGLAND;ORPHANET;UNIPROT
      132	ADK	0.584	0.769	C3714756	Intellectual Disability	group	C23;C10;F03;F01	Mental or Behavioral Dysfunction	0.30	1	2011	2011	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0004352	Autistic Disorder	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2003	2003	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0005586	Bipolar Disorder	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2004	2013	   3	   0	PSYGENET
      133	ADM	0.436	0.808	C0017658	Glomerulonephritis	disease	C13;C12	Disease or Syndrome	0.51	1	2004	2010	   2	   0	CTD_human
      133	ADM	0.436	0.808	C0020429	Hyperalgesia	phenotype	C23;C10	Sign or Symptom	0.51	1	2006	2017	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0023893	Liver Cirrhosis, Experimental	disease	C23;C06	Experimental Model of Disease	0.50	1	2004	2006	   2	   0	CTD_human
      133	ADM	0.436	0.808	C0030193	Pain	phenotype	C23	Sign or Symptom	0.31	1	2006	2018	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0034189	Pyemia	phenotype	C23;C01	Pathologic Function	0.30	1	2004	2004	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.33	1	2004	2016	   2	   0	PSYGENET
      133	ADM	0.436	0.808	C0036690	Septicemia	disease	C23;C01	Disease or Syndrome	0.40	1	2000	2020	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0038358	Gastric ulcer	disease	C06	Disease or Syndrome	0.30	1	1998	1998	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0234230	Pain, Burning	phenotype	C23	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0234238	Ache	phenotype	C23	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0234254	Radiating pain	phenotype	C23	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0243026	Sepsis	disease	C23;C01	Disease or Syndrome	0.60	1	2000	2020	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0458247	Allodynia	phenotype	C23;C10	Finding	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0458257	Pain, Splitting	phenotype	C23	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0458259	Pain, Crushing	phenotype	C23	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0751211	Hyperalgesia, Primary	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0751212	Hyperalgesia, Secondary	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0751213	Tactile Allodynia	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0751214	Hyperalgesia, Thermal	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0751407	Pain, Migratory	phenotype	C23	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C0751408	Suffering, Physical	phenotype	C23	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      133	ADM	0.436	0.808	C1704377	Bright Disease	disease	C13;C12	Disease or Syndrome	0.30	1	2004	2005	   2	   0	CTD_human
      133	ADM	0.436	0.808	C1719672	Severe Sepsis	disease	C23;C01	Disease or Syndrome	0.30	1	2004	2004	   1	   0	CTD_human
      133	ADM	0.436	0.808	C2936719	Mechanical Allodynia	phenotype	C23;C10	Sign or Symptom	0.32	1	2006	2019	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0007370	Catalepsy	disease	C23;C10	Mental or Behavioral Dysfunction	0.30	1	1997	1997	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0007787	Transient Ischemic Attack	disease	C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0009402	Colorectal Carcinoma	disease	C06;C04	Neoplastic Process	0.31	1	2017	2017	   0	   1	UNIPROT
      134	ADORA1	0.578	0.692	C0013182	Drug Allergy	group	C20;C25	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0013221	Drug toxicity	group	C25	Injury or Poisoning	0.30	1	2004	2004	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0020649	Hypotension	phenotype	C14	Finding	0.30	1	2004	2008	   2	   0	CTD_human
      134	ADORA1	0.578	0.692	C0022116	Ischemia	phenotype	C23	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0027051	Myocardial Infarction	disease	C23;C14	Disease or Syndrome	0.30	1	2002	2002	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0027746	Nerve Degeneration	phenotype	C23	Cell or Molecular Dysfunction	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0033054	Prenatal Exposure Delayed Effects	disease	C13	Injury or Poisoning	0.30	1	2008	2008	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2009	2009	   1	   0	PSYGENET
      134	ADORA1	0.578	0.692	C0038525	Subarachnoid Hemorrhage	disease	C23;C10;C14	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0038587	Substance Withdrawal Syndrome	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2005	2005	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0041755	Adverse reaction to drug	group	C25	Pathologic Function	0.30	1	2004	2004	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0086189	Drug Withdrawal Symptoms	phenotype	C25;F03	Sign or Symptom	0.30	1	2005	2005	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0087169	Withdrawal Symptoms	phenotype	C25;F03	Sign or Symptom	0.30	1	2005	2005	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0233612	Waxy flexibility	phenotype	C23;C10	Sign or Symptom	0.30	1	1997	1997	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0238281	Middle Cerebral Artery Syndrome	phenotype	C23;C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0242973	Ventricular Dysfunction	phenotype	C14	Pathologic Function	0.30	1	2004	2004	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0270192	Perinatal Subarachnoid Hemorrhage	phenotype	C23;C10;C14	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0428977	Bradycardia	phenotype	C23;C14	Finding	0.30	1	2008	2008	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0472381	Posterior Circulation Transient Ischemic Attack	disease	C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0472383	Subarachnoid Hemorrhage, Spontaneous	phenotype	C23;C10;C14	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0740376	Middle Cerebral Artery Thrombosis	disease	C23;C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0740391	Middle Cerebral Artery Occlusion	disease	C23;C10;C14	Acquired Abnormality	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0740392	Infarction, Middle Cerebral Artery	disease	C23;C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751019	Carotid Circulation Transient Ischemic Attack	disease	C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751020	Transient Ischemic Attack, Vertebrobasilar Circulation	disease	C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751021	Crescendo Transient Ischemic Attacks	disease	C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751022	Brain Stem Ischemia, Transient	disease	C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751530	Subarachnoid Hemorrhage, Aneurysmal	phenotype	C23;C10;C14	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751845	Middle Cerebral Artery Embolus	phenotype	C23;C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751846	Left Middle Cerebral Artery Infarction	phenotype	C23;C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751847	Embolic Infarction, Middle Cerebral Artery	phenotype	C23;C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751848	Thrombotic Infarction, Middle Cerebral Artery	phenotype	C23;C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0751849	Right Middle Cerebral Artery Infarction	phenotype	C23;C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0795688	Subarachnoid Hemorrhage, Intracranial	phenotype	C23;C10;C14	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C0917805	Transient Cerebral Ischemia	disease	C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      134	ADORA1	0.578	0.692	C1527335	Transient Ischemic Attack, Anterior Circulation	disease	C10;C14	Disease or Syndrome	0.30	1	2013	2013	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0003469	Anxiety Disorders	group	F03	Mental or Behavioral Dysfunction	0.39	0.909	2003	2019	   4	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0003873	Rheumatoid Arthritis	disease	C17;C05;C20	Disease or Syndrome	0.32	1	2009	2019	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0011573	Endogenous depression	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2017	2017	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0011581	Depressive disorder	disease	F03	Mental or Behavioral Dysfunction	0.33	1	2017	2019	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0013182	Drug Allergy	group	C20;C25	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0013221	Drug toxicity	group	C25	Injury or Poisoning	0.30	1	2004	2004	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0020649	Hypotension	phenotype	C14	Finding	0.30	1	1992	2008	   3	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0021603	Sleep Initiation and Maintenance Disorders	disease	C10;F03	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0022333	Jacksonian Seizure	disease	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0023893	Liver Cirrhosis, Experimental	disease	C23;C06	Experimental Model of Disease	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0025193	Melancholia	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2017	2017	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0026650	Movement Disorders	group	C10	Disease or Syndrome	0.30	1	2016	2016	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0030319	Panic Disorder	disease	F03	Mental or Behavioral Dysfunction	0.37	0.875	2003	2016	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0033139	Primary Insomnia	disease	C10;F03	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0033141	Cardiomyopathies, Primary	group	C14	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0033937	Psychoses, Drug	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0033941	Psychoses, Substance-Induced	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0034189	Pyemia	phenotype	C23;C01	Pathologic Function	0.30	1	2016	2016	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0035126	Reperfusion Injury	disease	C23;C14	Injury or Poisoning	0.50	1	2008	2016	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0036341	Schizophrenia	disease	F03	Mental or Behavioral Dysfunction	0.37	0.75	1996	2019	   4	   0	PSYGENET
      135	ADORA2A	0.526	0.769	C0036529	Myocardial Diseases, Secondary	group	C14	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0036572	Seizures	phenotype	C23;C10	Sign or Symptom	0.31	1	2009	2013	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0036690	Septicemia	disease	C23;C01	Disease or Syndrome	0.30	1	2016	2016	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0038587	Substance Withdrawal Syndrome	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2004	2006	   3	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0040822	Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0040827	Saturnine Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0041696	Unipolar Depression	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2017	2017	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0041755	Adverse reaction to drug	group	C25	Pathologic Function	0.30	1	2004	2004	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0086133	Depressive Syndrome	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2017	2017	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0086189	Drug Withdrawal Symptoms	phenotype	C25;F03	Sign or Symptom	0.30	1	2004	2006	   3	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0086769	Panic Attacks	disease	F03	Mental or Behavioral Dysfunction	0.31	1	2003	2005	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0087169	Withdrawal Symptoms	phenotype	C25;F03	Sign or Symptom	0.30	1	2004	2006	   3	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0149840	Senile Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0149958	Complex partial seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234370	Persistent Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234371	Continuous Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234372	Intermittent Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234373	Fine Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234374	Coarse Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234375	Massive Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234376	Action Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234377	Passive Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234378	Static Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234379	Resting Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234381	Darkness Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234533	Generalized seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0234535	Clonic Seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0235078	Tremor, Perioral	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0235081	Tremor, Limb	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0235082	Tremor, Muscle	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0235083	Nerve Tremors	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0235843	Tremor, Neonatal	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0236733	Amphetamine-Related Disorders	group	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0236804	Amphetamine Addiction	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0236807	Amphetamine Abuse	disease	C25;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0242973	Ventricular Dysfunction	phenotype	C14	Pathologic Function	0.30	1	2004	2004	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0243026	Sepsis	disease	C23;C01	Disease or Syndrome	0.30	1	2016	2016	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0266487	Etat Marbre	disease	C10	Disease or Syndrome	0.30	1	2016	2016	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0270541	Rebound Insomnia	phenotype	C10;F03	Sign or Symptom	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0270824	Visual seizure	disease	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0270844	Tonic Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0270846	Epileptic drop attack	disease	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0282126	Depression, Neurotic	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2017	2017	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0349255	Nonorganic Insomnia	disease	C10;F03	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0376280	Anxiety States, Neurotic	disease	F03	Mental or Behavioral Dysfunction	0.30	1	2003	2010	   4	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0393759	Transient Insomnia	phenotype	C10;F03	Sign or Symptom	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0422850	Seizures, Somatosensory	phenotype	C23;C10	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0422852	Seizures, Auditory	phenotype	C23;C10	Pathologic Function	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0422853	Olfactory seizure	phenotype	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0422854	Gustatory seizure	phenotype	C23;C10	Sign or Symptom	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0422855	Vertiginous seizure	phenotype	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0494475	Tonic - clonic seizures	disease	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0525045	Mood Disorders	group	F03	Mental or Behavioral Dysfunction	0.31	1	2006	2006	   1	   0	PSYGENET
      135	ADORA2A	0.526	0.769	C0541798	Early Awakening	phenotype	C10;F03	Mental or Behavioral Dysfunction	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751056	Non-epileptic convulsion	phenotype	C23;C10	Sign or Symptom	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751110	Single Seizure	disease	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751123	Atonic Absence Seizures	phenotype	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751217	Hyperkinesia, Generalized	phenotype	C23;C10	Sign or Symptom	0.30	1	2004	2004	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751249	Chronic Insomnia	disease	C10;F03	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751250	Psychophysiological Insomnia	disease	C10;F03	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751251	Secondary Insomnia	phenotype	C10;F03	Sign or Symptom	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751252	Sleep Initiation Dysfunction	disease	C10;F03	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751494	Convulsive Seizures	phenotype	C23;C10	Sign or Symptom	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751495	Seizures, Focal	phenotype	C23;C10	Disease or Syndrome	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751496	Seizures, Sensory	phenotype	C23;C10	Sign or Symptom	0.30	1	2009	2009	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751564	Pill Rolling Tremor	phenotype	C23;C10	Sign or Symptom	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0751565	Tremor, Semirhythmic	phenotype	C23;C10	Finding	0.30	1	2006	2006	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0878544	Cardiomyopathies	group	C14	Disease or Syndrome	0.30	1	2010	2010	   1	   0	CTD_human
      135	ADORA2A	0.526	0.769	C0917801	Sleeplessness	phenotype	C10;F03	Sign or Symptom	0.32	1	2007	2019	   1	   0	CTD_human
